Text,Lebel
জেহাদ খান বলছেন মানুষের সাড়া অত্যন্ত ভালো,Bangladesh
কিশোরগঞ্জ ৪ আসনে বিএনপির প্রার্থী ফজলুর রহমান,Bangladesh
আব্দুর রহিম মোল্লা প্রার্থী পরিবর্তনের দাবি তুলেছেন,Bangladesh
ফজলুর রহমান বলছেন জনপ্রিয়তায় ঈর্ষান্বিতরা বিরোধিতা করছে,Bangladesh
জামায়াতের প্রার্থী শেখ রোকন রেজা প্রথমবার নির্বাচনে,Bangladesh
তিনি ছাত্রশিবিরের সাবেক ছাত্রকল্যাণ সম্পাদক,Bangladesh
কিশোরগঞ্জ ৫ আসনে বিএনপি প্রার্থী ঘোষণা করেনি,Bangladesh
আসনটি শরিক দলকে দিতে পারে বিএনপি,Bangladesh
হাসনাত কাইয়ুম ও সৈয়দ এহসানুল হুদা আলোচনায়,Bangladesh
আটজনের বেশি বিএনপি নেতা মনোনয়ন প্রত্যাশী,Bangladesh
শেখ মুজিবুর রহমান ইকবাল জি এস জলিল এহসান কুফিয়া সবাই তৎপর,Bangladesh
জামায়াতের প্রার্থী রমজান আলী প্রচার চালাচ্ছেন,Bangladesh
তিনি বলছেন মানুষের সমর্থন আগের চেয়ে বেশি,Bangladesh
কিশোরগঞ্জ ৬ আসনে বিএনপি প্রার্থী শরীফুল আলম,Bangladesh
পঞ্চমবারের মতো তিনি নির্বাচনে অংশ নিচ্ছেন,Bangladesh
জামায়াতের প্রার্থী কবির হোসাইন প্রথমবার নির্বাচন করছেন,Bangladesh
শরীফুল আলম আশা প্রকাশ করেছেন ছয় আসনই বিএনপি জিতবে,Bangladesh
কিশোরগঞ্জে রাজনৈতিক তৎপরতা এখন তুঙ্গে,Bangladesh
সব দলের সমর্থকরা প্রচারণায় নেমেছেন,Bangladesh
জামায়াতের কয়েকজন প্রার্থী এবার ব্যাপক প্রচারণা চালাচ্ছেন,Bangladesh
বিএনপির মনোনয়ন প্রক্রিয়ায় অভ্যন্তরীণ প্রতিযোগিতা স্পষ্ট,Bangladesh
রাজনৈতিক পরিবেশ নির্বাচনমুখী হয়ে উঠেছে,Bangladesh
একাধিক আসনে তরুণ প্রার্থীরা গুরুত্ব পাচ্ছেন,Bangladesh
মনোনয়নপ্রত্যাশীরা এলাকায় নিয়মিত জনসংযোগ করছে,Bangladesh
সমর্থকরা দলীয় প্রার্থীর জন্য প্রচার সামগ্রী তৈরি করছেন,Bangladesh
আসন্ন নির্বাচনে কিশোরগঞ্জ রাজনৈতিকভাবে গুরুত্বপূর্ণ বলে মনে করা হচ্ছে,Bangladesh
বিএনপি শরিকদের সঙ্গে আসন ভাগাভাগি নিয়ে আলোচনায়,Bangladesh
জামায়াতের বেশ কয়েকটি প্রার্থী রাজনৈতিকভাবে প্রভাবশালী,Bangladesh
স্থানীয় ভোটাররা প্রার্থীদের কার্যক্রম লক্ষ্য করছেন,Bangladesh
পূর্বের নির্বাচনী ইতিহাসে দলবদল ছিল উল্লেখযোগ্য,Bangladesh
এবারও ভোটারদের কাছে উন্নয়ন ও পরিবর্তন বড় ইস্যু,Bangladesh
ইসলামী দলগুলোও এবার বেশ সক্রিয়,Bangladesh
মনোনয়ন পাওয়া নিয়ে নেতাদের মধ্যে যোগাযোগ জোরদার,Bangladesh
অনেকে কেন্দ্রীয় নেতাদের সঙ্গেও যোগাযোগ করছেন,Bangladesh
কিশোরগঞ্জে নির্বাচনী মাঠ গরম হয়ে উঠেছে,Bangladesh
দুই প্রধান দল ছাড়াও ছোট দলগুলোর কার্যক্রম নজরকাড়া,Bangladesh
স্থানীয়রা বলছেন প্রার্থীদের তৎপরতা বাড়ছে প্রতিদিন,Bangladesh
কিছু আসনে তৃণমূল ভোটারদের মনোভাব এখনো অনিশ্চিত,Bangladesh
বিএনপির দুই আসন ঝুলে থাকায় প্রার্থীদের চাপ বাড়ছে,Bangladesh
গণ অধিকার পরিষদ তরুণ ভোটারদের টার্গেট করছে,Bangladesh
এনসিপি এই জেলায় সক্রিয়ভাবে প্রার্থী দিচ্ছে,Bangladesh
কিশোরগঞ্জের সব আসনে তীব্র প্রতিদ্বন্দ্বিতা হতে পারে,Bangladesh
ভোটাররা সম্ভাব্য প্রার্থীদের কর্মসূচি নজরে রাখছে,Bangladesh
জামায়াতের শ্যালক প্রার্থী হওয়ায় আলোচনা বাড়ছে,Bangladesh
ভোটের মাঠে পুরোনো অভিজ্ঞ নেতা ও নতুন মুখের লড়াই হবে,Bangladesh
দলীয় কোন্দল কয়েকটি আসনে প্রভাব ফেলতে পারে,Bangladesh
অনেকে মনে করছেন প্রার্থী চূড়ান্ত হলে প্রচার আরও বাড়বে,Bangladesh
প্রার্থীরা এলাকা জুড়ে ছোট বড় মিছিল করছেন,Bangladesh
রাজনৈতিক দলগুলো পোস্টার লিফলেট তৈরি করছে,Bangladesh
মাঠপর্যায়ে মনোনয়ন লবিং তুঙ্গে,Bangladesh
বিএনপি সমর্থিত নেতারা বলছেন দলীয় ঐক্য জরুরি,Bangladesh
সমর্থকদের মধ্যে নতুন প্রার্থী নিয়ে কৌতূহল,Bangladesh
কিছু আসনে এলাকার মানুষের চাহিদাও ভিন্ন,Bangladesh
নির্বাচন ঘিরে কিশোরগঞ্জে উত্তেজনা বাড়ছে,Bangladesh
অংশগ্রহণকারী দলগুলো মাঠে শক্ত অবস্থান নিতে চাইছে,Bangladesh
প্রার্থীরা সামাজিক মাধ্যমে ব্যাপক প্রচার চালাচ্ছেন,Bangladesh
ভোটাররা প্রার্থীদের কর্মকাণ্ড তুলনা করছেন,Bangladesh
কিছু এলাকায় উন্নয়নের প্রতিশ্রুতি বড় বিষয়,Bangladesh
এবার কিশোরগঞ্জে রাজনৈতিক প্রতিযোগিতা আরও তীব্র হবে,Bangladesh
নরসিংদীর রায়পুরায় কিশোর চালককে গলা কেটে অটোরিকশা ছিনতাই,Bangladesh
আমিরগঞ্জ ইউনিয়নের বদরপুর গ্রামে ভয়াবহ ছিনতাইয়ের ঘটনা,Bangladesh
১৩ বছরের শাহাদাৎ হোসেনকে হত্যা করে অটোরিকশা ছিনিয়ে নেয় দুর্বৃত্তরা,Bangladesh
রক্তাক্ত অবস্থায় দৌড়ে এসে রাস্তায় লুটিয়ে পড়ে কিশোরটি,Bangladesh
ঘটনাস্থল নির্জন থাকায় দ্রুত কেউ সাহায্য করতে পারেনি,Bangladesh
স্থানীয়রা গিয়ে কিশোরের লাশ পড়ে থাকতে দেখেন,Bangladesh
মাদ্রাসাছাত্র শাহাদাৎ সকালে শখ করে অটোরিকশা নিয়ে বের হয়েছিল,Bangladesh
বিকেলে পরিবারের কাছে খবর আসে তাকে হত্যা করা হয়েছে,Bangladesh
কিশোরের বাবা শারীরিক প্রতিবন্ধী হওয়ায় পরিবার চরম দুঃখে,Bangladesh
বড় ভাই ইয়াসিনের অটোরিকশা চালাত শাহাদাৎ,Bangladesh
ছিনতাইকারীরা অটোরিকশা নিয়ে পালিয়ে গেছে,Bangladesh
থানায় খবর পেয়ে পুলিশ ঘটনাস্থলে যায়,Bangladesh
লাশ ময়নাতদন্তের জন্য নরসিংদী সদর হাসপাতালে পাঠানো হয়েছে,Bangladesh
পরিবারের সদস্যরা এসে লাশ শনাক্ত করেন,Bangladesh
গ্রামের মানুষ হত্যাকাণ্ডে শোক ও ক্ষোভে ফেটে পড়েছে,Bangladesh
পুলিশ বলছে হত্যাকাণ্ডের সঙ্গে জড়িতদের শনাক্ত করা হবে,Bangladesh
নির্জন রাস্তায় ছিনতাই বেড়ে যাওয়ায় ভয় পাচ্ছেন স্থানীয়রা,Bangladesh
অটোরিকশা লুটে হত্যা এখন বড় অপরাধ প্রবণতা হিসেবে দেখা দিচ্ছে,Bangladesh
শাহাদাৎ মাত্র ১৩ বছর বয়সেই প্রাণ হারাল,Bangladesh
পরিবার বলছে শখের বশে রিকশা নিয়ে বের হওয়াই কাল হলো,Bangladesh
দুপুরের পর থেকেই শিশুটির খোঁজ পাওয়া যাচ্ছিল না,Bangladesh
পুলিশ ঘটনাস্থলের আশপাশে তদন্ত শুরু করেছে,Bangladesh
রাস্তায় রক্তের দাগ দেখেই স্থানীয়রা ঘটনার ধারণা পান,Bangladesh
শিশুটির মৃত্যুতে এলাকায় শোকের ছায়া নেমে এসেছে,Bangladesh
ব্যাটারিচালিত অটোরিকশা ছিনতাইয়ে নতুন গ্যাং সক্রিয় হতে পারে,Bangladesh
পুলিশ বলছে দ্রুত অভিযান চালানো হবে,Bangladesh
শনাক্তকারী দল ঘটনাস্থলে প্রাথমিক সুরতহাল করে,Bangladesh
অটোরিকশা ছিনতাইকারীদের ধরতে চেকপোস্ট বসানো হয়েছে,Bangladesh
গ্রামের মানুষ রাতেও আতঙ্কে রয়েছেন,Bangladesh
অপরাধীদের ধরতে সিসিটিভি ফুটেজ খোঁজা হচ্ছে,Bangladesh
মাদ্রাসার শিক্ষকরাও শিশুটির মৃত্যুতে শোক প্রকাশ করেছেন,Bangladesh
শহরের অটোরিকশা মালিকরাও নিরাপত্তা বাড়ানোর দাবি করছে,Bangladesh
পরিবার বলছে তারা বিচার চান,Bangladesh
শিশুটির ভবিষ্যৎ স্বপ্ন মুহূর্তেই শেষ হয়ে গেল,Bangladesh
একই রুটে কয়েকদিন ধরে অপরিচিত লোকজন ঘোরাঘুরি করছিল,Bangladesh
রায়পুরায় পরিবহন ছিনতাইয়ের ঘটনা নতুন নয় বলে জানাচ্ছেন স্থানীয়রা,Bangladesh
শিশুটির মা বারবার অজ্ঞান হয়ে পড়ছেন,Bangladesh
হত্যাকাণ্ডে জড়িতদের গ্রেপ্তার না হওয়া পর্যন্ত এলাকাবাসীর ক্ষোভ বাড়ছে,Bangladesh
পুলিশ বলছে এটি পরিকল্পিত ছিনতাই,Bangladesh
শিশুদের নিরাপত্তা নিয়ে এলাকায় উদ্বেগ বেড়েছে,Bangladesh
অটোরিকশা ছিনতাইয়ে শিশুদের জড়িয়ে যাওয়ার ঘটনা বাড়ছে,Bangladesh
লুটেরারা শিশুটিকে নির্মমভাবে হত্যা করেছে,Bangladesh
ছিনতাইকারীরা রাস্তায় ওত পেতে থাকতে পারে,Bangladesh
গলার গভীর ক্ষত দেখে পুলিশ হত্যাকাণ্ড নিশ্চিত হয়,Bangladesh
গ্রামে জনমনে আতঙ্ক ছড়িয়ে পড়েছে,Bangladesh
স্থানীয়রা বলছেন রাস্তায় আলোর অভাব আছে,Bangladesh
এলাকায় রাতের পাহারা বাড়ানোর দাবি উঠেছে,Bangladesh
দুপুরে ছিনতাইকারীরা সুযোগ বুঝে আঘাত হানে,Bangladesh
শাহাদাৎ দৌড়ে পালানোর চেষ্টা করেছিল,Bangladesh
দৌড়ানোর পর রক্তক্ষরণে পড়ে মারা যায় সে,Bangladesh
ময়নাতদন্তে মৃত্যুর সময় ও আঘাতের ধরন জানা যাবে,Bangladesh
পরিবারের আর্থিক অবস্থা খুবই দুর্বল,Bangladesh
বড় ভাইয়ের ওপরই সংসারের দায় বর্তায়,Bangladesh
ঘটনার পর পুলিশ টহল বাড়িয়েছে,Bangladesh
গ্রামের মানুষ ছিনতাইকারীদের দ্রুত ধরার দাবি জানাচ্ছে,Bangladesh
অটোরিকশা ছিনতাইয়ে শিশু হত্যা বিরল হলেও তা বাড়ছে,Bangladesh
পুলিশ শিশুটির ব্যবহৃত রিকশার সন্ধান করছে,Bangladesh
অপরাধীরা রিকশাটি বিক্রি করার চেষ্টা করতে পারে,Bangladesh
পুলিশ আশপাশের বাজারগুলোতে নজরদারি দিয়েছে,Bangladesh
শাহাদাতের সহপাঠীরা শোকে স্তব্ধ,Bangladesh
পরিবারের একমাত্র উপার্জনক্ষম ব্যক্তি বড় ভাই,Bangladesh
অটোরিকশা হারিয়ে পরিবার আরও বিপাকে পড়েছে,Bangladesh
দুর্বৃত্তরা শিশুটিকে নির্জনে নিয়ে গিয়েছিল,Bangladesh
ছুরি বা ধারালো অস্ত্র দিয়ে আঘাত করা হয়েছে,Bangladesh
গ্রামে শান্তিপূর্ণ পরিবেশে হঠাৎ এই ঘটনা মানুষকে বিস্মিত করেছে,Bangladesh
স্থানীয় জনপ্রতিনিধিরা পরিবারের পাশে থাকার প্রতিশ্রুতি দিয়েছেন,Bangladesh
পুলিশ বলছে তদন্তের অগ্রগতি দ্রুত,Bangladesh
ছিনতাইকারীদের ধরতে একাধিক টিম কাজ করছে,Bangladesh
এলাকার তরুণরাও নিরাপত্তা ব্যবস্থার দাবি করছে,Bangladesh
মাদ্রাসার শিক্ষকরা জানালেন শাহাদাৎ খুবই শান্ত ও ভদ্র ছিল,Bangladesh
মোটিভ হিসেবে ছিনতাইই সবচেয়ে স্পষ্ট বলে মনে করছে পুলিশ,Bangladesh
গ্রামে রিকশা চালকদের মধ্যে আতঙ্ক ছড়িয়ে পড়েছে,Bangladesh
ছিনতাইকারীরা শিশু লক্ষ করে আঘাত করেছে বলে মনে করা হচ্ছে,Bangladesh
রাস্তাটি আগে থেকেই ঝুঁকিপূর্ণ হিসেবে পরিচিত,Bangladesh
দুপুরের পর রাস্তায় মানুষের চলাচল কম থাকে,Bangladesh
ঘটনার স্থানে পুলিশের টিম সারাক্ষণ অবস্থান করছে,Bangladesh
স্থানীয়রা বলছেন রাস্তায় পুলিশি টহল বাড়ানো জরুরি,Bangladesh
অটোরিকশা ছিনতাইকারী চক্র সক্রিয় থাকতে পারে,Bangladesh
শিশুটির খেলার বয়সে তাকে হত্যার ঘটনা সবাইকে নাড়া দিয়েছে,Bangladesh
পরিবার শোক সামলাতে পারছে না,Bangladesh
এলাকাবাসী দোষীদের দৃষ্টান্তমূলক শাস্তি চান,Bangladesh
পুলিশ বলছে ইচ্ছাকৃত হত্যার মামলা করা হবে,Bangladesh
মোবাইল কললিস্ট ও সিসিটিভি বিশ্লেষণ করা হচ্ছে,Bangladesh
অটোরিকশাটি উদ্ধার হলে অনেক তথ্য পাওয়া যেতে পারে,Bangladesh
ছিনতাইকারীরা হয়তো আগে থেকেই শিশুটিকে অনুসরণ করেছিল,Bangladesh
এখনো কেউ এ ঘটনায় গ্রেপ্তার হয়নি,Bangladesh
পুলিশ বলছে তারা খুব দ্রুত গ্রেপ্তার করবে,Bangladesh
শিশুটির জীবন রক্ষার সুযোগ ছিল না,Bangladesh
আঘাত এত গভীর ছিল যে ঘটনাস্থলেই মৃত্যু হয়,Bangladesh
গ্রামবাসী গভীর শোকে ডুবে আছে,Bangladesh
অপরাধীরা পেশাদার বলে ধারণা,Bangladesh
সন্ধ্যার পর এলাকাকে আরও ঝুঁকিপূর্ণ মনে করছেন স্থানীয়রা,Bangladesh
মাদ্রাসায় আজ শোক পালন করা হচ্ছে,Bangladesh
ছিনতাইকারীদের হাতে শিশুর মৃত্যু নরসিংদীজুড়ে আলোচনার বিষয়,Bangladesh
পরিবার এখনো বিশ্বাস করতে পারছে না শাহাদাৎ নেই,Bangladesh
ঘটনার পর এলাকায় নিরাপত্তা জোরদারের দাবি উঠেছে,Bangladesh
সবশেষে পুলিশ জানায় অপরাধীদের কোনোভাবেই ছাড় দেওয়া হবে না,Bangladesh
পাকিস্তানের প্রধানমন্ত্রী খালেদা জিয়ার সুস্থতা কামনা করে চিঠি দিয়েছেন,Bangladesh
শাহবাজ শরিফের পাঠানো চিঠি বিএনপির ভেরিফায়েড পেজে প্রকাশ,Bangladesh
চিঠিটি ইংরেজিতে লেখা এবং তারিখ ২৮ নভেম্বর,Bangladesh
৮০ বছর বয়সী খালেদা জিয়া জটিল শারীরিক সমস্যায় ভুগছেন,Bangladesh
হৃদরোগ ডায়াবেটিস লিভার সিরোসিসসহ নানা রোগে আক্রান্ত তিনি,Bangladesh
শ্বাসকষ্ট দেখা দিলে এভারকেয়ার হাসপাতালে নেওয়া হয়,Bangladesh
তিনি এখন সিসিইউতে চিকিৎসাধীন,Bangladesh
মেডিকেল বোর্ডে দেশি বিদেশি চিকিৎসকরা আছেন,Bangladesh
তিন দিন সাড়াহীন থাকার পর তিনি কথা বলেছেন,Bangladesh
গত কয়েক দিনের তুলনায় সামান্য উন্নতি হয়েছে,Bangladesh
কিডনির কার্যকারিতা মারাত্মকভাবে কমে গেছে,Bangladesh
তাঁকে টানা চার দিন ডায়ালাইসিস করতে হয়েছে,Bangladesh
শাহবাজ শরিফ চিঠিতে গভীর উদ্বেগ প্রকাশ করেছেন,Bangladesh
তিনি খালেদা জিয়ার দ্রুত আরোগ্য কামনা করেছেন,Bangladesh
বাংলাদেশের উন্নয়নে খালেদা জিয়ার অবদান উল্লেখ করেছেন,Bangladesh
বাংলাদেশ পাকিস্তান সম্পর্ক উন্নয়নে তাঁর ভূমিকা প্রশংসা করেন তিনি,Bangladesh
চিঠিতে শুভেচ্ছা ও দোয়া পাঠিয়েছেন শাহবাজ,Bangladesh
চিঠি প্রকাশের পর সামাজিক মাধ্যমে আলোচনা ছড়ায়,Bangladesh
বিএনপি নেতারা চিঠিকে সৌজন্যমূলক উদ্যোগ বলেছেন,Bangladesh
খালেদা জিয়ার শারীরিক অবস্থা এখনও সংকটাপন্ন,Bangladesh
হাসপাতালের সিসিইউতে বিশেষ পর্যবেক্ষণে রাখা হয়েছে,Bangladesh
চিকিৎসকেরা বলছেন তাঁর অবস্থা স্থিতিশীল নয়,Bangladesh
পরিবার নিয়মিত চিকিৎসকদের সঙ্গে যোগাযোগ রাখছে,Bangladesh
শাহবাজ শরিফ লিখেছেন তিনি ব্যক্তিগতভাবে দোয়া করছেন,Bangladesh
চিঠিতে দুই দেশের ভ্রাতৃসুলভ সম্পর্ক উল্লেখ আছে,Bangladesh
খালেদা জিয়ার দলের নেতারা উদ্বেগ প্রকাশ করেছেন,Bangladesh
চিকিৎসার সব রিপোর্ট ঘনিষ্ঠভাবে পর্যবেক্ষণ করা হচ্ছে,Bangladesh
বিএনপির ভারপ্রাপ্ত চেয়ারম্যানও পরিস্থিতি পর্যবেক্ষণ করছেন,Bangladesh
অনেক নেতা হাসপাতালে গিয়ে খোঁজ নিয়েছেন,Bangladesh
জনগণ সামাজিক মাধ্যমে সুস্থতা কামনা করছে,Bangladesh
মেডিকেল বোর্ড নতুন নির্দেশনা দিতে পারে,Bangladesh
খালেদা জিয়ার শ্বাসকষ্ট এখনও পুরোপুরি নিয়ন্ত্রণে আসেনি,Bangladesh
হাসপাতাল কর্তৃপক্ষ নিয়মিত আপডেট দিচ্ছে,Bangladesh
পরিবার বলছে তাঁর সুস্থতা নিয়ে তারা উদ্বিগ্ন,Bangladesh
বিশেষজ্ঞরা কিডনি জটিলতাকে সবচেয়ে ঝুঁকিপূর্ণ বলে দেখছেন,Bangladesh
ডায়ালাইসিসের ওপর নির্ভর করতে হচ্ছে তাঁকে,Bangladesh
অনেকেই তাঁর বিদেশে চিকিৎসার দাবি তুলেছেন,Bangladesh
মেডিকেল বোর্ডের সিদ্ধান্তই চূড়ান্ত হবে বলে জানানো হয়েছে,Bangladesh
শাহবাজের চিঠিতে রাজনৈতিক সৌজন্যের বার্তা স্পষ্ট,Bangladesh
চিঠিকে আন্তর্জাতিক উদ্বেগের প্রতিফলন বলা হচ্ছে,Bangladesh
বিএনপির অনেক নেতা চিঠির জন্য কৃতজ্ঞতা জানিয়েছেন,Bangladesh
খালেদা জিয়া দীর্ঘদিন ধরেই অসুস্থ,Bangladesh
তাঁর রোগের তালিকা দিন দিন দীর্ঘ হচ্ছে,Bangladesh
চিকিৎসকেরা বলছেন তাঁর বয়স বড় বাধা,Bangladesh
লিভার সিরোসিসের জটিলতা বেশি,Bangladesh
হার্ট ও কিডনির সমস্যা পরিস্থিতিকে জটিল করেছে,Bangladesh
দলের অনেক নেতা তাঁকে বিদেশে পাঠানোর দাবি করছেন,Bangladesh
হাসপাতালে তাঁর জন্য বাড়তি সুরক্ষা ব্যবস্থা নেওয়া হয়েছে,Bangladesh
চিকিৎসা ব্যয়ও দ্রুত বাড়ছে,Bangladesh
অনেক সাধারণ মানুষও তাঁর জন্য দোয়া করছেন,Bangladesh
শাহবাজ শরিফ বলেছেন তিনি বাংলাদেশের উন্নয়নকে সম্মান করেন,Bangladesh
চিঠিতে সম্পর্ক উন্নয়নের বার্তা ইতিবাচকভাবে দেখা হচ্ছে,Bangladesh
খালেদা জিয়ার চলাফেরা সীমিত দীর্ঘদিন ধরে,Bangladesh
চিকিৎসকেরা বলেছেন তাঁকে সম্পূর্ণ বিশ্রামে রাখতে হবে,Bangladesh
পরিবারের সদস্যরা হাসপাতালে দীর্ঘ সময় থাকছেন,Bangladesh
চিকিৎসায় নতুন ওষুধ ব্যবহার করা হচ্ছে,Bangladesh
অবস্থা যে কোন সময় পরিবর্তন হতে পারে,Bangladesh
দলের নেতারা নিয়মিত সংবাদ নিচ্ছেন,Bangladesh
সাংবাদিকরাও হাসপাতালে অবস্থান করছেন আপডেটের জন্য,Bangladesh
শাহবাজের চিঠি আন্তর্জাতিক মহলের নজর কাড়ে,Bangladesh
বিএনপি বলছে এটি বন্ধুত্বপূর্ণ রাষ্ট্রের সহানুভূতি,Bangladesh
হাসপাতালের সিসিইউতে কঠোর বিধিনিষেধ আছে,Bangladesh
চিকিৎসকরা প্রতিদিনই বোর্ড মিটিং করছেন,Bangladesh
খালেদা জিয়ার শরীরে সংক্রমণের ঝুঁকি আছে,Bangladesh
রোগের প্রকোপ কমাতে অ্যান্টিবায়োটিক দেওয়া হচ্ছে,Bangladesh
তিনি এখনও দুর্বল এবং কথা বলতে কষ্ট হচ্ছে,Bangladesh
তাঁর খাদ্য গ্রহণ নিয়ন্ত্রিত,Bangladesh
বিশেষ তরল খাদ্য দেওয়া হচ্ছে,Bangladesh
চিকিৎসকদের মতে তাঁর উন্নতি ধীর,Bangladesh
পরিবার বলছে তারা আশাবাদী কিন্তু উদ্বিগ্ন,Bangladesh
ডায়ালাইসিস আরেক দফা লাগতে পারে,Bangladesh
হাসপাতালে নিরাপত্তা বাড়ানো হয়েছে,Bangladesh
কিডনি চিকিৎসায় বিশেষজ্ঞ ডাক্তার ডাকা হয়েছে,Bangladesh
শাহবাজ লিখেছেন তিনি আল্লাহর কাছে প্রার্থনা করছেন,Bangladesh
অনেকেই চিঠিকে মানবিক উদ্যোগ হিসেবে দেখছেন,Bangladesh
বাংলাদেশ পাকিস্তান সম্পর্ক নতুনভাবে আলোচনায় এসেছে,Bangladesh
বিএনপি নেতারা বলছেন সম্পর্ক উন্নয়ন রাজনৈতিক নয় মানবিক,Bangladesh
চিঠিতে খালেদা জিয়ার রাজনৈতিক ভূমিকার প্রশংসা আছে,Bangladesh
তিনি দেশের ইতিহাসে গুরুত্বপূর্ণ ভূমিকা রেখেছেন,Bangladesh
চিঠি পেয়ে পরিবার কৃতজ্ঞতা জানিয়েছে,Bangladesh
হাসপাতালের চিকিৎসা অব্যাহত রয়েছে,Bangladesh
তাঁর সিসিইউতে উন্নত যন্ত্রপাতি ব্যবহৃত হচ্ছে,Bangladesh
শহরে তাঁর সুস্থতা নিয়ে ব্যাপক আলোচনা,Bangladesh
মানুষ অনলাইনে মন্তব্য করছে,Bangladesh
অনেকে তাঁর দ্রুত সুস্থতার প্রার্থনা করছেন,Bangladesh
চিকিৎসকেরা বলছেন তাঁকে নজরদারিতে রাখতে হবে,Bangladesh
এই মুহূর্তে তাঁর অবস্থাকে ‘সংকটাপন্ন কিন্তু স্থিতিশীল’ বলা হচ্ছে,Bangladesh
শাহবাজ চিঠিতে তাঁর প্রতি শ্রদ্ধা জানিয়েছেন,Bangladesh
দলের নেতারা বলেছেন খালেদা জিয়া শক্ত মনোবল নিয়ে লড়ছেন,Bangladesh
মেডিকেল বোর্ড প্রয়োজন হলে নতুন সিদ্ধান্ত নেবে,Bangladesh
চিকিৎসা প্রোটোকল কঠোরভাবে অনুসরণ করা হচ্ছে,Bangladesh
ডায়ালাইসিস ইউনিট সর্বদা প্রস্তুত রাখা হচ্ছে,Bangladesh
পরিবার প্রতিদিন তাঁর পাশে সময় কাটাচ্ছে,Bangladesh
চিঠিতে শুভেচ্ছা গ্রহণ করার কথা বলা হয়েছে,Bangladesh
শেষ পর্যন্ত তাঁর সম্পূর্ণ সুস্থতা কামনা করেছেন শাহবাজ,Bangladesh
চিত্রা নদীর জায়গা দখল করে পৌরসভা ভবন তৈরি করা হয়েছে,Bangladesh
এবার নদীর ভেতরেই সীমানাপ্রাচীর নির্মাণ শুরু হয়েছে,Bangladesh
বাঘারপাড়া পৌরসভা নদীর অংশ দখল করে নির্মাণ করছে দেয়াল,Bangladesh
ভূমি ব্যবস্থাপনা ম্যানুয়ালে নদীতটে স্থাপনা নিষিদ্ধ,Bangladesh
নদীর জায়গায় স্থাপনা করলে তা অবৈধ দখল হিসাবে গণ্য,Bangladesh
বাঘারপাড়া পৌরসভা এসব আইন উপেক্ষা করেছে,Bangladesh
নদী রক্ষা কমিশনের তালিকায় চিত্রা নদীতে ব্যাপক দখলের উল্লেখ আছে,Bangladesh
২০২০ সালের তালিকায় ৪১ জন দখলদারের নাম ছিল,Bangladesh
চূড়ান্ত তালিকায় সংখ্যা বেড়ে ১২৬ জন দখলদার,Bangladesh
নদীর জায়গায় শৌচাগার দলীয় কার্যালয় দোকানপাট সবই গড়ে উঠেছে,Bangladesh
উপজেলা প্রশাসন বলছে বিষয়টি তারা খতিয়ে দেখছে,Bangladesh
পৌরসভা ২০১১ সালে নদীর জায়গা দখল করে ভবন তোলে,Bangladesh
চিত্রা নদীর দাগ নম্বর ১৭৩৩ হিসেবে উল্লেখ রয়েছে,Bangladesh
পৌরসভা ২০০২ সালে ঘোষণার পর অস্থায়ী ভবনে কার্যক্রম চলত,Bangladesh
২০১১ সালে স্থায়ী ভবন নদীর জায়গায় নির্মিত হয়,Bangladesh
সীমানাপ্রাচীর নির্মাণের বরাদ্দ ৮ লাখ ৯০ হাজার টাকা,Bangladesh
এডিপি প্রকল্পের আওতায় কাজ হচ্ছে বলে জানিয়েছে পৌরসভা,Bangladesh
দেয়ালের দৈর্ঘ্য ১১৫ ফুট এবং উচ্চতা ৮ ফুট,Bangladesh
যশোরের মেসার্স কামাল এন্টারপ্রাইজ কাজটি করছে,Bangladesh
১ আগস্ট কাজ শুরু হয়েছে এবং ১২০ দিনে শেষ করার কথা,Bangladesh
কিছুদিন কাজ বন্ধ থাকলেও আবার শুরু করা হয়েছে,Bangladesh
ঠিকাদারের দাবি দুই মাসের মধ্যেই কাজ শেষ হবে,Bangladesh
সাইটে দেখা গেছে রড বেঁধে কংক্রিট ঢালাই চলছে,Bangladesh
নদীর ভেতরেই দেয়ালের ভিত্তি নির্মাণ করা হচ্ছে,Bangladesh
নদীর দুই পাশে বাঁক নেওয়ার জায়গায় দখল সবচেয়ে বেশি,Bangladesh
চিত্রা নদীর উত্তরে থানা দক্ষিণে পৌরসভা ভবন,Bangladesh
নদীর জায়গায় দখল দেখে স্থানীয়দের ক্ষোভ,Bangladesh
উপজেলা ভূমি কর্মকর্তা বলেছেন তিনি নতুন এসেছেন বিষয়টি খতিয়ে দেখছেন,Bangladesh
জেলা প্রশাসন বিষয়টি নিয়ে সংশ্লিষ্টদের সঙ্গে কথা বলছে,Bangladesh
অতিরিক্ত জেলা প্রশাসক জানিয়েছেন নদীর জায়গায় নির্মাণের সুযোগ নেই,Bangladesh
নদী রক্ষা কমিটি পরিস্থিতি পর্যবেক্ষণ করছে,Bangladesh
পানি উন্নয়ন বোর্ড চিত্রা নদী পুনঃখননের পরিকল্পনা জানিয়েছে,Bangladesh
৪১ কোটি টাকা ব্যয়ে ৩৮ কিলোমিটার নদী পুনঃখনন হবে,Bangladesh
দরপত্র প্রক্রিয়া শেষ এবং কাজ শিগগির শুরু হতে পারে,Bangladesh
ধলগ্রাম থেকে দাইতলা পর্যন্ত অংশ পুনঃখনন পরিকল্পনায়,Bangladesh
